id,name,week_date,week_filings,week_diff,month_date,month_filings,month_diff,cumulative_date,cumulative_filings,cumulative_diff
48201,"Houston, TX",04/12/2020,187,0.155768429820908,03/22/2020,516,0.167098445595855,03/01/2020,3321,0.5670138296056
